Departure station (id);Departure station;Arrival station (id);Arrival station;Length;geo_point_2d
421;FRAIPONT;901;NESSONVAUX;1.5871855508040902;50.56751148663609, 5.732905188494846
327;DIKSMUIDE;647;KORTEMARK;12.6886138468579;51.024460196415184, 2.9561523964703453
1125;TAMINES;82;AUVELAIS;2.56947052827892;50.441992428787295, 4.618956244474873
120;BASSE-WAVRE;1223;WAVRE;1.46070967937092;50.720661436042356, 4.612882060226238
840;MOL;107;BALEN;4.86503629676836;51.18292006173814, 5.141035158743524
820;MENEN;1235;WEVELGEM;5.26623802006681;50.807422836603834, 3.147476466296918
128;BEERSEL;591;HUIZINGEN;3.15820688728573;50.757436125479394, 4.284701682204071
1152;TORHOUT;724;LICHTERVELDE;4.78074361924811;51.0429250935256, 3.113415029064629
187;BOOISCHOT;132;BEGIJNENDIJK;2.59345466868338;51.02982716690104, 4.786654273020846
518;HANSBEKE;136;BELLEM;3.72263966424408;51.07823125523354, 3.512370501298646
748;LOKEREN;1265;ZELE;6.28603967017478;51.08892833226516, 4.0070761576766945
1141;THULIN;984;QUIEVRAIN;4.5156207484558;50.41684327843477, 3.7159004200800605
400;FLAWINNE;406;FLOREFFE;3.70280637475485;50.448328293903366, 4.7852045110655
318;DENDERLEEUW;1228;WELLE;1.9766592737523598;50.89785107207781, 4.061414308821339
1085;LIERDE;1274;ZOTTEGEM;6.51671151668658;50.84074552825609, 3.815164424097151
110;BAMBRUGGE;235;BURST;1.3335925030828;50.90976029934375, 3.928671229928757
578;HOLLEKEN;742;LINKEBEEK;1.28115577821496;50.77024495868168, 4.34737156817352
442;GENDRON-CELL;34;ANSEREMME;7.05202716100634;50.22075859019033, 4.926690130664421
1093;SOLRE-SAMBRE;371;ERQUEL-VILL;2.04868879110638;50.31166862816273, 4.144134787860377
383;EVERE;191;BORDET;1.2264929316283102;50.8729889180115, 4.405686395095354
319;DENDERMONDE;1265;ZELE;8.25105720206281;51.05056710586726, 4.083655104560933
1168;UCCLE-STALLE;414;FOREST-EST;0.913443737535838;50.80615165583955, 4.321521894312546
1350;ZONHOVEN;1061;SCHULEN;15.9180619016336;50.95381955977811, 5.278263152760259
195;BOUSSU;1034;ST-GHISLAIN;1.8632705988232001;50.439387339572605, 3.8079937553435563
908;NIMY;920;OBOURG;3.7061675368328704;50.47179820322271, 3.981507821778043
415;FOREST-MIDI;220;BRUXELL-MIDI;3.42079482176169;50.82352466971106, 4.322808174073912
976;PRY;1207;WALCOURT;1.36798638191595;50.264668903305264, 4.43521831497757
167;BLANMONT;855;MONT-ST-GUIB;2.71667347110058;50.629778484091894, 4.62536654835847
418;FORRIERES;617;ROCH-JEMELLE;3.23090342249126;50.14705071995819, 5.270514202523411
363;EPPEGEM;1224;WEERDE;2.317992142068;50.967860964143306, 4.464348538981805
22;AMAY;24;AMPSIN;2.4146869537835802;50.54146354260882, 5.305019233981278
1058;SCHELLEBELLE;1253;WICHELEN;3.7556049826404503;51.002431835866666, 3.9481562871705003
592;HUY;24;AMPSIN;4.27848800719017;50.535930500673395, 5.260742131258775
272;CINEY;704;LEIGNON;3.11462254438189;50.27824272634302, 5.097355357911391
199;BOUWEL;1232;WOLFSTEE;2.9683843944033;51.16735727116611, 4.768659505578626
991;REMICOURT;842;MOMALLE;3.40539191695837;50.674279056068826, 5.344510932990958
1231;ZOLDER;1350;ZONHOVEN;6.09047333648202;51.01788920131956, 5.346454180349112
436;GEEL;840;MOL;9.09240953433115;51.179666150062765, 5.052343765852812
183;BOITSFORT;1219;WATERMAEL;1.80481717228469;50.801686242484124, 4.403325129523633
287;COURRIERE;75;ASSESSE;2.90683407644085;50.37732889898335, 5.0076608965405045
472;GODINNE;767;LUSTIN;2.98028620030779;50.35709246780793, 4.876133269550007
1147;TILFF;27;ANGLEUR;6.773363041472391;50.588967019027734, 5.595874957698662
1017;RUISBR-SAUV;977;PUURS;3.1703711852937397;51.07784999903472, 4.305214382132291
715;LEUVEN;553;HERENT;4.791191590417959;50.89886836377066, 4.698477166702547
546;HEMIKSEM;1066;SCHELLE;1.23008126484986;51.130890969211976, 4.339082302940288
136;BELLEM;518;HANSBEKE;3.72263966424408;51.07823125523354, 3.512370501298646
938;OUDEGEM;319;DENDERMONDE;2.88198721034914;51.01905027082966, 4.081846492697603
345;EDE;235;BURST;4.76032997522386;50.909099003524645, 3.9542975547018138
767;LUSTIN;611;JAMBES;10.3122831024572;50.41305853495018, 4.87749580816369
105;BALEGEM-DORP;1056;SCHELDEWIND;2.2371026977688198;50.92826691099838, 3.7833060754498384
563;HERZELE;568;HILLEGEM;1.6725142134553301;50.89410977270345, 3.8684984007443877
1135;THEUX;629;JUSLENVILLE;0.983034769606415;50.54031044318645, 5.812555389439774
1223;WAVRE;153;BIERGES-WAL;1.17802786930241;50.71186285114349, 4.600167173478206
1768;SIMONIS;1979;TOUR-TAXIS;0.778884242355081;50.8687715026093, 4.337505332048166
351;EKE-NAZARETH;434;GAVERE-ASPER;3.54602621727027;50.94594758012391, 3.6332137473250876
375;ESNEUX;974;POULSEUR;3.6197387493268303;50.5149391829739, 5.568827859966619
975;PROFONDSART;936;OTTIGNIES;2.87523894227314;50.68299075825538, 4.560186484510586
8;AALTER;797;MARIA-AALTER;4.6223638930631;51.09918935859406, 3.4170758250407705
895;NAMUR;1009;RONET;3.29885184654795;50.46741250649085, 4.843752085080938
252;CEROUX-MOUST;936;OTTIGNIES;1.49874937517703;50.66586014819816, 4.571374573020141
1177;VERVIERS-C;956;PEPINSTER;3.95175393295989;50.57583736648478, 5.83323827713971
535;HAVRE;1136;THIEU;2.93629414907999;50.46861735557736, 4.078402405009076
1009;RONET;895;NAMUR;3.29885184654795;50.46741250649085, 4.843752085080938
1192;VILVOORDE;1048;SCHAERBEEK;7.017952647271141;50.89677313835698, 4.408993336457313
590;HOVE;877;LIERSESTWG;1.89757846538772;51.16201484673867, 4.464834828391569
188;BOOM;905;NIEL;3.2005070275593397;51.101991369427864, 4.3558708334344685
901;NESSONVAUX;956;PEPINSTER;5.329885825221201;50.56736566672723, 5.775636354011948
261;CHASTRE;366;ERNAGE;2.07162275597765;50.60000320338574, 4.65864144292998
1235;WEVELGEM;820;MENEN;5.26623802006681;50.807422836603834, 3.147476466296918
719;LEUZE;77;ATH;11.9913771722272;50.61519468066922, 3.6964250250909068
523;HASSELT;19;ALKEN;6.49428614587748;50.907319100178164, 5.319490215464105
1128;TEMSE;192;BORNEM;3.6080933722683697;51.110656793199155, 4.226441973461726
24;AMPSIN;22;AMAY;2.4146869537835802;50.54146354260882, 5.305019233981278
629;JUSLENVILLE;957;PEPINST-CITE;2.66680306405604;50.555683491249226, 5.808829579903468
728;LIEGE-CARRE;730;LIEGE-ST-LAM;1.12211406370089;50.6442596837052, 5.566674603185239
504;HALLE;706;LEMBEEK;2.37905195040345;50.724254334820586, 4.230543942300855
979;QUAREGNON;615;JEMAPPES;2.13666268969413;50.45171302193967, 3.87033088943423
77;ATH;989;REBAIX;4.84941228367382;50.64215202386564, 3.7776815287356604
405;FLOREE;897;NATOYE;1.61504173907981;50.35048409753925, 5.058929645793561
600;IDDERGEM;923;OKEGEM;2.4171668333134697;50.866981163198815, 4.061341646327548
70;ARLON;1198;VIVILLE;2.0639221932701997;49.68423066960719, 5.798058948375041
337;DUINBERGEN;642;KNOKKE;1.5643771584608301;51.339102303702376, 3.2740810773594866
1207;WALCOURT;976;PRY;1.36798638191595;50.264668903305264, 4.43521831497757
848;MONS;908;NIMY;2.23928850951676;50.46349808193403, 3.949197796072739
114;BARVAUX;185;BOMAL;3.35742084187726;50.36216928904436, 5.511939994288911
957;PEPINST-CITE;956;PEPINSTER;0.853194387849495;50.56685876469153, 5.806181143640225
489;GRUPONT;418;FORRIERES;5.65674918607321;50.11208046290667, 5.288885538169144
814;MELKOUWEN;142;BERLAAR;3.0955368788505297;51.10445391748378, 4.654743025478656
258;CHARL-OUEST;747;LODELINSART;3.06253802443037;50.42431616044728, 4.448326563909867
1274;ZOTTEGEM;1085;LIERDE;6.51671151668658;50.84074552825609, 3.815164424097151
1073;SINAAI;138;BELSELE;1.63925546433243;51.14728592979761, 4.0789104211434575
19;ALKEN;1090;SINT-TRUIDEN;11.2556227761405;50.85108611406724, 5.234467645818386
1063;SCLESSIN;726;LIEGE-GUILL;2.8097577882607;50.61526274878356, 5.567587801140194
221;BRUXELLES-ND;216;BRUX-CONGRES;0.943358352388166;50.8556291587779, 4.361903839042669
848;MONS;462;GHLIN;5.68743336573186;50.476258993102356, 3.9344019971110824
636;KIEWIT;184;BOKRIJK;4.14080312611445;50.9550663858253, 5.37951877178934
462;GHLIN;364;ERBISOEUL;3.03184537688916;50.494868485939165, 3.892974145669169
752;NEUFCHATEAU;723;LIBRAMONT;9.34092778399956;49.887100624837025, 5.41558223246829
781;MALDEREN;231;BUGGENHOUT;2.1622608464621;51.015216452885824, 4.216074997231957
611;JAMBES;767;LUSTIN;10.3122831024572;50.41305853495018, 4.87749580816369
1141;THULIN;501;HAININ;1.5672014099493998;50.42572005471247, 3.7563725680913653
110;BAMBRUGGE;367;ERPE-MERE;2.56116170417345;50.92019702976216, 3.950103007121369
686;LANGDORP;1134;TESTELT;5.88359350482339;51.00784625872556, 4.904586576923305
954;PECROT;410;FLORIVAL;2.09092858346933;50.76974943238414, 4.650632968202086
414;FOREST-EST;1168;UCCLE-STALLE;0.913443737535838;50.80615165583955, 4.321521894312546
252;CEROUX-MOUST;289;COURT-ST-ET;1.57165718651297;50.6522138466195, 4.568165704361427
643;KOKSIJDE;1181;VEURNE;1.21842429949905;51.07622707806273, 2.66192328250595
413;FORCHIES;962;PIETON;2.6674050890643897;50.433774749105005, 4.304789699192712
169;BLATON;519;HARCHIES;3.5726006816179403;50.49421033899731, 3.6826469894238976
962;PIETON;413;FORCHIES;2.6674050890643897;50.433774749105005, 4.304789699192712
384;EZEMAAL;1146;TIENEN;6.3079732907403905;50.789743703132935, 4.959720251821919
1842;MESSANCY;78;ATHUS;3.73046868884355;49.579086617188715, 5.8263056716719595
821;MERCHTEM;933;OPWIJK;3.49900637920167;50.96589940443018, 4.206649951495931
1278;ZWIJNDRECHT;64;ANTW-ZUID;5.64438228154816;51.20998868167171, 4.359303337611593
938;OUDEGEM;1060;SCHOONAARDE;3.8163107819225;51.00893719136349, 4.036850218912
493;HAACHT;1230;WESPEL-TILD;1.9312125727601799;50.96290979777537, 4.62572883571167
337;DUINBERGEN;540;HEIST;1.63144968763091;51.33639843607778, 3.251684512053289
968;POIX-ST-HUB;489;GRUPONT;10.3528538953018;50.05206525346314, 5.269191811745364
120;BASSE-WAVRE;433;GASTUCHE;2.45111612431456;50.72990939772499, 4.6357483139548075
504;HALLE;232;BUIZINGEN;2.45016354764297;50.7422708860038, 4.2492648892478675
184;BOKRIJK;636;KIEWIT;4.14080312611445;50.9550663858253, 5.37951877178934
710;LESSINES;583;HOURAING;1.12282754151906;50.707928393598394, 3.835867016633159
895;NAMUR;995;RHISNES;5.95509263549377;50.48158520527886, 4.831646501415649
1031;ST-D-BOVESSE;995;RHISNES;3.43607233760005;50.510332511164485, 4.784819765472161
826;MERODE;1761;DELTA;2.3689521624153898;50.82954356385478, 4.403173973122647
458;G'BERGEN;1059;SCHENDELBEKE;3.78825075214971;50.7871980685086, 3.882531953437997
585;HOURPES;683;LANDELIES;3.60648077415765;50.372214157797785, 4.328257281991002
1067;SERAING;2011;OUGREE;1.6812477866121802;50.607443485431276, 5.525547919666631
1087;ST-M-BODEGEM;1131;TERNAT;2.92546046428619;50.87102580706981, 4.185278506286046
2011;OUGREE;1067;SERAING;1.6812477866121802;50.607443485431276, 5.525547919666631
223;BRUX-OUEST;1768;SIMONIS;1.76223482754087;50.85955294664201, 4.32783865692252
325;DIEGEM;1260;ZAVENTEM;2.04855390115139;50.88805619745567, 4.4559166264952355
899;NEERPELT;1368;HAMONT;8.684387215063952;51.23993263445879, 5.484953353153051
707;LENS;628;JURBISE;3.45550373911328;50.544114205784346, 3.910366505058906
1034;ST-GHISLAIN;1187;V-POMMEROEUL;7.84646394155818;50.453768028287364, 3.7728367570955905
649;KORTRIJK;520;HARELBEKE;5.04642023556063;50.83757409265821, 3.292494964297192
821;MERCHTEM;841;MOLLEM;2.45542483750497;50.94327666057636, 4.221738891135661
336;DUFFEL;644;KONTICH-LINT;4.82110815201205;51.11318561714851, 4.4861546463539295
104;AALST-KERREB;1186;VIJFHUIZEN;3.07170162553244;50.946637116319515, 4.0035820056488065
810;MECHELEN;1224;WEERDE;4.736951278110561;50.998588679018525, 4.475923464407026
961;PHILIPPEVILL;798;MARIEMBOURG;13.2194557277946;50.143835297802376, 4.507876599778667
732;LIER;177;BOECHOUT;5.86154367791134;51.14721271838646, 4.5272924370884295
832;MEVERG-ATTRE;782;MAFFLE;2.7972644463620298;50.60614187619265, 3.816233591920663
1084;ST-MARIABURG;352;EKEREN;1.74372573601558;51.284912761530926, 4.434718934060392
692;LA ROCHE;395;FAUX;1.46279708493928;50.61615260861758, 4.5443108641809795
360;ENGHIEN;559;HERNE;3.85929022620632;50.709021126559755, 4.029993330681685
705;LEMAN;402;FLEMALLE-HTE;0.818782784193107;50.59677830803122, 5.460998488646895
910;NINOVE;923;OKEGEM;2.96200137227107;50.84572919400867, 4.041807277391889
664;LABUISSIERE;1093;SOLRE-SAMBRE;2.04945137397069;50.31450873893292, 4.172411229236345
815;MELLE;2089;ANDERLECHT;40.9181333091406;50.904472772864914, 4.041781887381999
1056;SCHELDEWIND;860;MOORTSELE;1.7538708681514;50.945631379085825, 3.7777206875500355
837;MOENSBERG;128;BEERSEL;2.35567068504075;50.77279836542443, 4.315710012454023
855;MONT-ST-GUIB;167;BLANMONT;2.71667347110058;50.629778484091894, 4.62536654835847
128;BEERSEL;837;MOENSBERG;2.35567068504075;50.77279836542443, 4.315710012454023
991;REMICOURT;171;BLERET;2.60685874144961;50.68197837644746, 5.303741539397302
818;MELR-HOTTON;788;MARCHE-FAM;9.75392973469474;50.25031128431647, 5.394939430826888
1068;SERSKAMP;701;LEDE;2.34405051921528;50.977754475064884, 3.9723079095959175
788;MARCHE-FAM;818;MELR-HOTTON;9.75392973469474;50.25031128431647, 5.394939430826888
167;BLANMONT;261;CHASTRE;1.6344184116429201;50.61354949625303, 4.6434086668178205
819;MELSELE;151;BEVEREN(W);1.95633230834169;51.20973596317462, 4.274632277116798
82;AUVELAIS;1125;TAMINES;2.56947052827892;50.441992428787295, 4.618956244474873
954;PECROT;1082;ST-JOR-WEERT;2.49620838192776;50.79022372799072, 4.650313135087112
976;PRY;147;BERZEE;2.60549807265321;50.27604545114984, 4.417382272844284
855;MONT-ST-GUIB;936;OTTIGNIES;4.95940282148638;50.652778305672456, 4.588772791280153
1177;VERVIERS-C;1180;VERVIERS-PAL;0.864574182428276;50.58995777492805, 5.859753880580933
936;OTTIGNIES;855;MONT-ST-GUIB;4.95940282148638;50.652778305672456, 4.588772791280153
997;RIXENSART;975;PROFONDSART;2.56976699140769;50.704271823880426, 4.5408046092559795
936;OTTIGNIES;762;LOUVAIN-LA-N;6.35155414175685;50.657703066546155, 4.594788237348687
997;RIXENSART;457;GENVAL;1.8764698244967601;50.72018770729717, 4.522482571295309
1180;VERVIERS-PAL;331;DOLHAIN-GIL;7.384996741158919;50.60625921506343, 5.9051006077140045
507;HAMBOS;1230;WESPEL-TILD;2.38385647649375;50.95151268811129, 4.650543442175028
331;DOLHAIN-GIL;1180;VERVIERS-PAL;7.384996741158919;50.60625921506343, 5.9051006077140045
1083;ST-KAT-WAVER;336;DUFFEL;2.33836179671462;51.0814630323527, 4.495166600314349
1062;SCLAIGNEAUX;262;CHAT-DE-SEIL;4.14384700438492;50.496082939019665, 5.0538482800862
212;BRUGGE-ST-P;210;BRUGGE;3.12230384618844;51.20883437334514, 3.2068754805496877
1744;LA LOUV-SUD;673;LA LOUV-CTRE;2.71109875458321;50.47062585482951, 4.177878371214524
1226;WELKENRAEDT;382;EUPEN;5.92286698048543;50.65271578263948, 6.007031750927324
673;LA LOUV-CTRE;1744;LA LOUV-SUD;2.71109875458321;50.47062585482951, 4.177878371214524
345;EDE;494;HAALTERT;2.46808674210651;50.90997737869515, 4.004823403071436
939;OUDENAARDE;1013;RENAIX;13.576942428686099;50.791078118364865, 3.6156031201261896
367;ERPE-MERE;1186;VIJFHUIZEN;2.20819375005045;50.93710343221743, 3.9715296999696927
1842;MESSANCY;70;ARLON;11.3521494924974;49.639485059675, 5.83008012992985
1134;TESTELT;686;LANGDORP;5.88359350482339;51.00784625872556, 4.904586576923305
70;ARLON;1842;MESSANCY;11.3521494924974;49.639485059675, 5.83008012992985
706;LEMBEEK;504;HALLE;2.37905195040345;50.724254334820586, 4.230543942300855
139;ANTW-BERCHEM;864;DEURNESTWG;2.1160331207332903;51.190584442401466, 4.439749290403717
801;MARLOIE;100;AYE;2.77336160462047;50.21438478768934, 5.31019030037556
738;LILLOIS;911;NIVELLES;5.6945674923389396;50.6214196286484, 4.348996079429426
933;OPWIJK;542;HEIZIJDE;2.6698716059344;50.98108810130469, 4.172080452655247
205;BRAINE-LE-CT;1092;SOIGNIES;6.15494673010358;50.58597193277727, 4.105330763939828
191;BORDET;383;EVERE;1.2264929316283102;50.8729889180115, 4.405686395095354
1912;ARCADES;380;ETTERBEEK;1.49364064587464;50.81593442561382, 4.395918770891046
873;MUNKZWALM;1076;ST-D-BOEKEL;2.34704192749606;50.87540572177245, 3.714964985339025
1663;HAREN;1192;VILVOORDE;4.227627743551929;50.90718988949581, 4.42445680169605
1843;EVERGEM;1248;WONDELGEM;2.5421946212302102;51.099328816292875, 3.712538034741551
474;GONTRODE;815;MELLE;2.7052279697998403;50.992164201990605, 3.8018282342393626
759;LOT;232;BUIZINGEN;1.8015984144312098;50.75833832214224, 4.265614317561855
1151;TONGEREN;1195;VISE;21.773670616597;50.75467563556816, 5.598680491998394
562;HERSTAL;730;LIEGE-ST-LAM;3.91753917842682;50.654101172472245, 5.597431274092607
604;INGELMUNSTER;606;IZEGEM;3.05362738054106;50.91922758852351, 3.2343618817478297
723;LIBRAMONT;146;BERTRIX;12.0822139473706;49.8885036848054, 5.319989834944906
2011;OUGREE;726;LIEGE-GUILL;5.673038996584349;50.61063419241948, 5.565778121858629
708;LEOPOLDSBURG;107;BALEN;8.735108278380679;51.144881720520026, 5.214089112844788
1348;BERINGEN;143;BEVERLO;4.45271847725327;51.06822345053087, 5.2312725971004985
477;GOUVY;1185;VIELSALM;11.4247572670028;50.231360735739564, 5.923217362061911
143;BEVERLO;1348;BERINGEN;4.45271847725327;51.06822345053087, 5.2312725971004985
1245;WILLEBROEK;977;PUURS;5.25433700034547;51.07044296495213, 4.319595020305486
78;ATHUS;1841;AUBANGE;2.94977113461446;49.559251498707305, 5.816315890712603
941;OUD-HEVERLEE;1082;ST-JOR-WEERT;3.91492476229195;50.81885472666148, 4.6501577459877215
458;G'BERGEN;12;ACREN;4.822783016219001;50.75339387324022, 3.857214320055931
628;JURBISE;364;ERBISOEUL;2.98065681042941;50.5195463756285, 3.899225447259235
621;JETTE;1266;ZELLIK;4.3573054346366;50.88240511287671, 4.303515367640725
1005;ROESELARE;606;IZEGEM;6.85973588542648;50.93255708833939, 3.170168641702251
401;FLEMALLE-GDE;1067;SERAING;5.535939384887319;50.60184961275056, 5.484986068978261
568;HILLEGEM;563;HERZELE;1.6725142134553301;50.89410977270345, 3.8684984007443877
325;DIEGEM;219;BRU AIRPORT;7.06166500407667;50.9018116359355, 4.449001974943198
764;LUCHTBAL;38;ANTW-DAM;1.33030548437577;51.237533576684434, 4.425305365922539
1063;SCLESSIN;971;PONT-SERAING;3.50638585906561;50.61710540962015, 5.534226786740593
970;PONT-CELLES;768;LUTTRE;2.3339924219211396;50.5104841336671, 4.369270534606617
906;NIEUWKERKEN;1088;SINT-NIKLAAS;3.24817919939992;51.178174870930114, 4.163908484262213
399;FEXHE;842;MOMALLE;2.1883210711238696;50.667107140316354, 5.382433202273109
683;LANDELIES;793;MARCH-ZONE;3.97439641057849;50.388927235902806, 4.36900183739208
1973;GERMOIR;380;ETTERBEEK;1.36804177277411;50.826251400601976, 4.384624518199455
815;MELLE;822;MERELBEKE;2.96888218067864;51.011410963556706, 3.780865095949925
1192;VILVOORDE;363;EPPEGEM;4.19576877038589;50.94149855072871, 4.444784189307718
822;MERELBEKE;815;MELLE;2.96888218067864;51.011410963556706, 3.780865095949925
647;KORTEMARK;327;DIKSMUIDE;12.6886138468579;51.024460196415184, 2.9561523964703453
458;G'BERGEN;1182;VIANE-MOERB;4.67376062511729;50.75646651490694, 3.8896286612404447
2089;ANDERLECHT;223;BRUX-OUEST;5.74352256405749;50.82851259849212, 4.313997916571012
684;LANDEN;1213;WAREMME;13.800926954126501;50.72469416691176, 5.165528261039297
924;OLEN;436;GEEL;6.157885737165611;51.17032198030347, 4.9460716672916885
316;DE HOEK;1218;WATERLOO;2.88559759829687;50.72825602900505, 4.379191634499196
208;BRESSOUX;1195;VISE;13.0097613364015;50.68343713359083, 5.663287782590265
920;OBOURG;535;HAVRE;3.67137828361112;50.4704963843792, 4.032549872152908
956;PEPINSTER;901;NESSONVAUX;5.329885825221201;50.56736566672723, 5.775636354011948
924;OLEN;554;HERENTALS;6.04101965088922;51.18083205988739, 4.864245814800873
1350;ZONHOVEN;1231;ZOLDER;6.09047333648202;51.01788920131956, 5.346454180349112
58;ANTW-N'DOK'N;352;EKEREN;1.7841754461744699;51.2693676151918, 4.430296785767446
185;BOMAL;114;BARVAUX;3.35742084187726;50.36216928904436, 5.511939994288911
409;FLORENVILLE;1194;VIRTON;24.777121851737;49.64192867296113, 5.441105976533807
790;MARCHE-ECAUS;342;ECAUSSINNES;2.30790909491612;50.55428313924171, 4.166886871053878
220;BRUXELL-MIDI;414;FOREST-EST;3.17043549932059;50.82429750177266, 4.327112367076354
384;EZEMAAL;900;NEERWINDEN;3.23863700458445;50.76572885803401, 5.014716135426582
532;HAVERSIN;257;CHAPOIS;6.01740388047074;50.26136600938013, 5.1608135488852795
346;EEKLO;1206;WAARSCHOOT;4.0324086861153905;51.16724827923279, 3.5951318549764295
257;CHAPOIS;532;HAVERSIN;6.01740388047074;50.26136600938013, 5.1608135488852795
510;HAMOIR;277;COMBL-TOUR;4.9118647540091;50.44250042097187, 5.551680741381622
591;HUIZINGEN;504;HALLE;2.87907424194344;50.74400972473961, 4.2518620779152325
724;LICHTERVELDE;1152;TORHOUT;4.78074361924811;51.0429250935256, 3.113415029064629
243;BERCHEM-ST-A;488;G-BIJGAARDEN;1.27976700974966;50.87005821885453, 4.2828172886062
281;COUILLET;259;CHARL-CENTR;2.6836630976197497;50.3991308012149, 4.454134476391226
811;NEKKERSPOEL;1083;ST-KAT-WAVER;4.57447050558597;51.05042376234274, 4.493381986104411
1056;SCHELDEWIND;105;BALEGEM-DORP;2.2371026977688198;50.92826691099838, 3.7833060754498384
278;COMINES;602;IEPER;12.782097156812801;50.80995826654803, 2.938214318604273
824;VIVIER D'OIE;189;BOONDAEL;1.6506849367613199;50.797642507362205, 4.384407254114568
931;OOSTKAMP;210;BRUGGE;5.70287125462335;51.17323700031165, 3.2345592553375293
160;BISSEGEM;1235;WEVELGEM;3.3658791926419798;50.818885705757346, 3.2031093563315824
602;IEPER;278;COMINES;12.782097156812801;50.80995826654803, 2.938214318604273
866;M-OUDE GOD;864;DEURNESTWG;1.3045476632576198;51.17722477353391, 4.451503456204706
916;NOSSEGEM;648;KORTENBERG;2.8523239925441497;50.888747491915446, 4.524582235916399
1154;TOURNAI;35;ANTOING;7.2612582506648895;50.59844061293452, 3.424763097073793
565;HEUSDEN;1231;ZOLDER;3.5525675359791697;51.035998872991236, 5.30573623175898
723;LIBRAMONT;752;NEUFCHATEAU;9.34092778399956;49.887100624837025, 5.41558223246829
447;GENTBRUGGE;815;MELLE;5.57760306965422;51.018909943502386, 3.770439663910212
1136;THIEU;201;BRACQUEGNIES;2.04694201280507;50.47199939258656, 4.112412231723654
201;BRACQUEGNIES;673;LA LOUV-CTRE;4.28344861669418;50.4730354492587, 4.153370486648916
933;OPWIJK;821;MERCHTEM;3.49900637920167;50.96589940443018, 4.206649951495931
1663;HAREN;191;BORDET;1.42148073152001;50.88332289369513, 4.41502227104133
895;NAMUR;400;FLAWINNE;5.16293778370442;50.46272538327765, 4.834261255185318
673;LA LOUV-CTRE;201;BRACQUEGNIES;4.28344861669418;50.4730354492587, 4.153370486648916
289;COURT-ST-ET;252;CEROUX-MOUST;1.57165718651297;50.6522138466195, 4.568165704361427
1085;LIERDE;458;G'BERGEN;6.62193740594126;50.79715926045494, 3.855101719227019
37;ANTWERPEN-C;764;LUCHTBAL;3.02424434939072;51.230191295685024, 4.423636765580954
518;HANSBEKE;682;LANDEGEM;2.93200486368439;51.068463061901454, 3.5572465284606785
1062;SCLAIGNEAUX;894;NAMECHE;3.2014846822609;50.48095462348564, 5.012608658262318
682;LANDEGEM;518;HANSBEKE;2.93200486368439;51.068463061901454, 3.5572465284606785
471;GODARVILLE;479;GOUY-PIETON;2.79297341323937;50.49203881019193, 4.3081691185326205
320;DE PINTE;317;DEINZE;8.79058879805361;50.98772721814524, 3.5953985965241744
1130;TERHAGEN;235;BURST;1.75765399167621;50.904872764703995, 3.909108164558169
812;MEISER;826;MERODE;1.6916482767207999;50.84732387363954, 4.396866885158904
835;MILMORT;733;LIERS;2.5049803987003303;50.69757282201379, 5.583758764702331
227;BRUX-SCHUMAN;812;MEISER;2.05023589792891;50.846582277902286, 4.390031929817397
739;LIMAL;153;BIERGES-WAL;2.23500149831494;50.7004793448538, 4.584895751191923
870;MOUSTIER;515;HAM-S-SAMBRE;1.55282376699507;50.45172120417661, 4.683366848778084
400;FLAWINNE;895;NAMUR;5.16293778370442;50.46272538327765, 4.834261255185318
221;BRUXELLES-ND;1048;SCHAERBEEK;2.52527122155048;50.87039367582249, 4.368380096725291
630;KALMTHOUT;1244;WILDERT;4.2201108279672095;51.40873629436038, 4.465507863038504
848;MONS;422;FRAMERIES;6.5227244547183;50.42848571614579, 3.927571092467826
1730;SINT-GILLIS;699;LEBBEKE;2.3003490027805302;51.01315556592019, 4.125793677975539
648;KORTENBERG;368;ERPS-KWERPS;2.95668361112064;50.89479522688556, 4.564119785595712
227;BRUX-SCHUMAN;218;BRUXELL-LUX;0.676257719003781;50.84147538861841, 4.376519137106536
422;FRAMERIES;848;MONS;6.5227244547183;50.42848571614579, 3.927571092467826
257;CHAPOIS;704;LEIGNON;1.31814255121291;50.26517842489933, 5.115989001076955
620;JEMEPPE-S-S;82;AUVELAIS;2.54876558329422;50.447516122791235, 4.647016100186139
835;MILMORT;562;HERSTAL;4.79831140336085;50.674000164714215, 5.6123865732435485
146;BERTRIX;951;PALISEUL;11.9779451151666;49.876340593747365, 5.194573142521021
281;COUILLET;700;CAMPINAIRE;6.4254724976851305;50.405494261108416, 4.507112626278784
166;BLANKENBERGE;212;BRUGGE-ST-P;11.7415975823228;51.273091277815375, 3.1794482094818606
472;GODINNE;1255;YVOIR;4.04297430151845;50.33737228915606, 4.869746873238296
368;ERPS-KWERPS;648;KORTENBERG;2.95668361112064;50.89479522688556, 4.564119785595712
672;LA HULPE;457;GENVAL;1.7378342243873102;50.732191727428884, 4.5055716828265115
895;NAMUR;610;JAMBES-EST;2.53764358378404;50.465252328303905, 4.874862016538687
827;MERY;579;HONY;1.47795494158508;50.543265619212605, 5.581748832081814
610;JAMBES-EST;895;NAMUR;2.53764358378404;50.465252328303905, 4.874862016538687
700;CAMPINAIRE;281;COUILLET;6.4254724976851305;50.405494261108416, 4.507112626278784
732;LIER;644;KONTICH-LINT;6.28232320895415;51.13212403169003, 4.518454357488759
395;FAUX;289;COURT-ST-ET;3.04873913071683;50.63249785372732, 4.560493693314263
